shipment_id,vendor,shipto_country,managed_by,fulfill_via,shipment_mode,pq_#,pq_first_sent_to_client_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor_inco_term,shipment_weight_kg,freight_cost_(usd),line_item_quantity,line_item_value,weight_captured_kg,freight_cost_usd,delivery_days,estimated_days,is_late,is_damaged,shipment_status
SHP_004847,UPS,India,Jaipur,Direct Drop,Sea,4847,2022-11-30,2022-11-30,2022-12-04,2022-12-04,Automotive Parts,Automotive Parts,CIP,220.62,102.08,64,396.31,375.88,102.08,4,3,True,False,Late
SHP_004848,Amazon Logistics,India,Bangalore,From RDC,Sea,4848,2022-07-10,2022-07-10,2022-07-17,2022-07-17,Industrial,Industrial,CIP,211.51,121.11,41,274.43,224.77,121.11,7,4,True,False,Late
SHP_004849,XpressBees,India,Bangalore,From RDC,Sea,4849,2023-05-10,2023-05-10,2023-05-19,2023-05-19,Automotive Parts,Automotive Parts,CIP,65.65,80.55,132,166.08,383.64,80.55,9,7,True,False,Late
SHP_004850,SafeExpress,India,Ahmedabad,From RDC,Sea,4850,2022-07-23,2022-07-23,2022-07-28,2022-07-28,Pharma,Pharma,CIP,62.19,117.41,108,712.51,188.79,117.41,5,5,False,False,Delivered
SHP_004851,DTDC,India,Jaipur,Direct Drop,Sea,4851,2022-06-24,2022-06-24,2022-07-08,2022-07-08,Electronics,Electronics,EXW,499.63,157.81,96,733.03,169.9,157.81,14,8,True,False,Late
SHP_004852,FedEx,India,Mumbai,Direct Drop,Ground,4852,2022-03-16,2022-03-16,2022-03-26,2022-03-26,Medical,Medical,EXW,252.71,99.55,90,571.99,97.51,99.55,10,9,True,False,Late
SHP_004853,XpressBees,India,Delhi,From RDC,Air,4853,2022-09-16,2022-09-16,2022-09-28,2022-09-28,Pharma,Pharma,DDP,309.87,136.23,188,390.74,441.11,136.23,12,9,True,False,Late
SHP_004854,Delhivery,India,Chennai,Direct Drop,Sea,4854,2023-01-14,2023-01-14,2023-01-22,2023-01-22,Industrial,Industrial,CIP,86.92,137.07,120,1064.6,100.89,137.07,8,10,False,False,Delivered
SHP_004855,DTDC,India,Mumbai,From RDC,Ground,4855,2023-04-14,2023-04-14,2023-04-26,2023-04-26,Apparel,Apparel,CIP,172.5,239.21,65,695.59,343.54,239.21,12,5,True,False,Late
SHP_004856,UPS,India,Kolkata,From RDC,Air,4856,2023-07-29,2023-07-29,2023-08-04,2023-08-04,Apparel,Apparel,DDP,202.08,33.16,156,241.94,408.23,33.16,6,5,True,False,Late
SHP_004857,SafeExpress,India,Kolkata,From RDC,Ground,4857,2022-09-12,2022-09-12,2022-09-16,2022-09-16,Consumer Goods,Consumer Goods,EXW,472.55,82.14,43,427.01,135.25,82.14,4,6,False,False,Delivered
SHP_004858,Gati,India,Chennai,From RDC,Sea,4858,2022-02-02,2022-02-02,2022-02-17,2022-02-17,Pharma,Pharma,DDP,199.66,128.87,106,834.6,434.36,128.87,15,9,True,False,Late
SHP_004859,FedEx,India,Surat,Direct Drop,Air,4859,2023-01-21,2023-01-21,2023-01-22,2023-01-22,Medical,Medical,CIP,310.99,145.7,156,671.9,105.31,145.7,1,3,False,False,Delivered
SHP_004860,Delhivery,India,Pune,Direct Drop,Ground,4860,2022-04-04,2022-04-04,2022-04-15,2022-04-15,Electronics,Electronics,DDP,461.44,58.42,46,193.49,396.85,58.42,11,8,True,False,Late
SHP_004861,DHL,India,Hyderabad,From RDC,Sea,4861,2022-08-30,2022-08-30,2022-09-10,2022-09-10,Industrial,Industrial,EXW,313.79,53.47,74,203.01,254.51,53.47,11,9,True,False,Late
SHP_004862,Ecom Express,India,Mumbai,Direct Drop,Sea,4862,2023-06-03,2023-06-03,2023-06-10,2023-06-10,Pharma,Pharma,EXW,376.19,69.69,179,340.81,490.6,69.69,7,9,False,False,Delivered
SHP_004863,Delhivery,India,Ahmedabad,Direct Drop,Air,4863,2022-09-12,2022-09-12,2022-09-23,2022-09-23,Consumer Goods,Consumer Goods,CIP,108.64,59.25,90,137.79,0.87,59.25,11,9,True,False,Late
SHP_004864,UPS,India,Jaipur,From RDC,Sea,4864,2023-06-21,2023-06-21,2023-06-28,2023-06-28,Medical,Medical,EXW,225.05,77.22,8,512.15,410.76,77.22,7,4,True,False,Late
SHP_004865,UPS,India,Surat,Direct Drop,Sea,4865,2022-07-03,2022-07-03,2022-07-09,2022-07-09,Consumer Goods,Consumer Goods,EXW,338.96,107.2,133,635.99,400.93,107.2,6,8,False,False,Delivered
SHP_004866,DTDC,India,Bangalore,From RDC,Ground,4866,2022-12-23,2022-12-23,2023-01-08,2023-01-08,Food,Food,CIP,50.98,174.67,188,1147.48,385.46,174.67,16,9,True,False,Late
SHP_004867,DHL,India,Kolkata,From RDC,Ground,4867,2023-06-03,2023-06-03,2023-06-12,2023-06-12,Pharma,Pharma,CIP,400.25,97.29,74,540.99,189.6,97.29,9,10,False,False,Delivered
SHP_004868,DHL,India,Pune,From RDC,Air,4868,2023-03-04,2023-03-04,2023-03-07,2023-03-07,Pharma,Pharma,DDP,192.57,91.9,70,614.6,44.45,91.9,3,4,False,False,Delivered
SHP_004869,DTDC,India,Chennai,From RDC,Sea,4869,2022-07-20,2022-07-20,2022-07-23,2022-07-23,Medical,Medical,EXW,57.87,221.33,89,1084.29,443.55,221.33,3,3,False,True,Delivered
SHP_004870,DTDC,India,Chennai,From RDC,Ground,4870,2023-10-25,2023-10-25,2023-11-08,2023-11-08,Pharma,Pharma,CIP,26.59,124.76,187,303.41,60.66,124.76,14,10,True,False,Late
SHP_004871,Gati,India,Jaipur,From RDC,Air,4871,2022-04-24,2022-04-24,2022-05-01,2022-05-01,Industrial,Industrial,DDP,103.37,232.92,164,1489.38,85.8,232.92,7,5,True,False,Late
SHP_004872,DTDC,India,Pune,From RDC,Sea,4872,2022-10-09,2022-10-09,2022-10-16,2022-10-16,Apparel,Apparel,CIP,97.42,83.13,32,505.2,445.09,83.13,7,3,True,False,Late
SHP_004873,DTDC,India,Chennai,Direct Drop,Air,4873,2023-03-18,2023-03-18,2023-03-22,2023-03-22,Automotive Parts,Automotive Parts,DDP,363.58,150.06,43,340.65,52.44,150.06,4,5,False,False,Delivered
SHP_004874,BlueDart,India,Delhi,From RDC,Air,4874,2022-02-06,2022-02-06,2022-02-14,2022-02-14,Food,Food,CIP,403.78,51.11,111,219.17,431.89,51.11,8,9,False,False,Delivered
SHP_004875,Delhivery,India,Surat,From RDC,Sea,4875,2023-07-28,2023-07-28,2023-08-07,2023-08-07,Food,Food,DDP,183.51,140.74,39,646.74,388.66,140.74,10,8,True,False,Late
SHP_004876,XpressBees,India,Chennai,Direct Drop,Ground,4876,2023-06-15,2023-06-15,2023-06-27,2023-06-27,Electronics,Electronics,CIP,184.28,135.03,42,985.04,397.16,135.03,12,10,True,False,Late
SHP_004877,UPS,India,Ahmedabad,From RDC,Ground,4877,2022-07-11,2022-07-11,2022-07-20,2022-07-20,Industrial,Industrial,EXW,230.83,37.93,60,111.36,229.32,37.93,9,6,True,False,Late
SHP_004878,Gati,India,Mumbai,From RDC,Ground,4878,2023-02-14,2023-02-14,2023-02-17,2023-02-17,Automotive Parts,Automotive Parts,EXW,304.94,233.36,126,1573.0,345.2,233.36,3,4,False,False,Delivered
SHP_004879,SpeedPost,India,Hyderabad,Direct Drop,Air,4879,2023-09-28,2023-09-28,2023-10-05,2023-10-05,Electronics,Electronics,EXW,32.61,195.13,46,746.37,45.35,195.13,7,7,False,True,Delivered
SHP_004880,SafeExpress,India,Ahmedabad,Direct Drop,Air,4880,2023-09-22,2023-09-22,2023-09-28,2023-09-28,Apparel,Apparel,CIP,80.24,86.31,182,660.42,100.7,86.31,6,5,True,False,Late
SHP_004881,Delhivery,India,Bangalore,From RDC,Ground,4881,2022-10-22,2022-10-22,2022-10-28,2022-10-28,Electronics,Electronics,DDP,167.35,38.97,73,263.55,413.16,38.97,6,7,False,True,Delivered
SHP_004882,Ecom Express,India,Mumbai,From RDC,Sea,4882,2023-07-17,2023-07-17,2023-07-23,2023-07-23,Consumer Goods,Consumer Goods,DDP,238.0,59.3,178,411.57,419.54,59.3,6,3,True,False,Late
SHP_004883,SafeExpress,India,Surat,Direct Drop,Sea,4883,2022-11-27,2022-11-27,2022-12-03,2022-12-03,Medical,Medical,CIP,5.99,86.39,76,568.78,276.55,86.39,6,3,True,False,Late
SHP_004884,XpressBees,India,Bangalore,From RDC,Sea,4884,2022-11-06,2022-11-06,2022-11-10,2022-11-10,Medical,Medical,DDP,354.55,50.57,41,258.8,38.65,50.57,4,5,False,False,Delivered
SHP_004885,Delhivery,India,Chennai,Direct Drop,Ground,4885,2023-11-06,2023-11-06,2023-11-13,2023-11-13,Automotive Parts,Automotive Parts,CIP,299.52,66.73,144,337.96,239.01,66.73,7,5,True,False,Late
SHP_004886,DHL,India,Chennai,Direct Drop,Sea,4886,2023-11-28,2023-11-28,2023-12-04,2023-12-04,Automotive Parts,Automotive Parts,CIP,81.19,57.06,114,240.09,147.16,57.06,6,8,False,False,Delivered
SHP_004887,BlueDart,India,Jaipur,Direct Drop,Ground,4887,2023-10-05,2023-10-05,2023-10-12,2023-10-12,Automotive Parts,Automotive Parts,EXW,56.43,139.09,4,315.84,282.75,139.09,7,6,True,False,Late
SHP_004888,Delhivery,India,Delhi,Direct Drop,Sea,4888,2023-05-07,2023-05-07,2023-05-17,2023-05-17,Automotive Parts,Automotive Parts,CIP,209.88,95.99,79,315.05,56.69,95.99,10,8,True,False,Late
SHP_004889,Gati,India,Jaipur,Direct Drop,Air,4889,2022-05-17,2022-05-17,2022-06-01,2022-06-01,Automotive Parts,Automotive Parts,DDP,450.97,213.33,7,1143.86,115.58,213.33,15,8,True,False,Late
SHP_004890,Amazon Logistics,India,Chennai,Direct Drop,Sea,4890,2022-01-14,2022-01-14,2022-01-19,2022-01-19,Food,Food,CIP,422.54,119.46,109,655.69,32.43,119.46,5,7,False,False,Delivered
SHP_004891,FedEx,India,Delhi,Direct Drop,Air,4891,2022-04-17,2022-04-17,2022-04-28,2022-04-28,Industrial,Industrial,CIP,440.58,65.74,147,331.99,330.88,65.74,11,9,True,False,Late
SHP_004892,Ecom Express,India,Chennai,From RDC,Air,4892,2023-09-19,2023-09-19,2023-09-28,2023-09-28,Electronics,Electronics,CIP,438.95,83.46,85,263.26,418.46,83.46,9,8,True,False,Late
SHP_004893,XpressBees,India,Pune,Direct Drop,Air,4893,2022-06-27,2022-06-27,2022-07-07,2022-07-07,Apparel,Apparel,EXW,74.0,77.7,184,317.99,168.4,77.7,10,10,False,False,Delivered
SHP_004894,DHL,India,Delhi,From RDC,Ground,4894,2022-10-05,2022-10-05,2022-10-09,2022-10-09,Apparel,Apparel,CIP,18.43,94.06,35,213.57,18.92,94.06,4,3,True,False,Late
SHP_004895,Ecom Express,India,Chennai,Direct Drop,Air,4895,2023-01-12,2023-01-12,2023-01-17,2023-01-17,Consumer Goods,Consumer Goods,DDP,249.12,80.33,100,471.55,337.82,80.33,5,3,True,False,Late
SHP_004896,Delhivery,India,Ahmedabad,From RDC,Ground,4896,2023-05-16,2023-05-16,2023-05-23,2023-05-23,Consumer Goods,Consumer Goods,EXW,276.94,100.01,33,474.08,87.93,100.01,7,5,True,False,Late
SHP_004897,SpeedPost,India,Delhi,From RDC,Air,4897,2022-02-23,2022-02-23,2022-03-04,2022-03-04,Consumer Goods,Consumer Goods,EXW,344.16,173.42,157,1237.51,225.78,173.42,9,6,True,False,Late
SHP_004898,SpeedPost,India,Ahmedabad,From RDC,Sea,4898,2023-08-17,2023-08-17,2023-08-23,2023-08-23,Consumer Goods,Consumer Goods,EXW,468.31,128.85,157,742.34,243.91,128.85,6,3,True,False,Late
SHP_004899,UPS,India,Pune,From RDC,Sea,4899,2022-08-12,2022-08-12,2022-08-17,2022-08-17,Industrial,Industrial,CIP,166.48,113.65,62,308.95,117.49,113.65,5,5,False,False,Delivered
SHP_004900,Amazon Logistics,India,Delhi,From RDC,Sea,4900,2022-08-30,2022-08-30,2022-09-08,2022-09-08,Apparel,Apparel,CIP,319.77,100.32,175,684.54,175.83,100.32,9,7,True,False,Late
SHP_004901,BlueDart,India,Delhi,From RDC,Sea,4901,2022-05-12,2022-05-12,2022-05-25,2022-05-25,Apparel,Apparel,DDP,283.59,99.12,199,757.43,237.46,99.12,13,10,True,False,Late
SHP_004902,Delhivery,India,Jaipur,Direct Drop,Air,4902,2022-04-06,2022-04-06,2022-04-10,2022-04-10,Pharma,Pharma,DDP,160.96,64.81,199,291.98,64.6,64.81,4,6,False,False,Delivered
SHP_004903,DTDC,India,Ahmedabad,From RDC,Ground,4903,2023-10-16,2023-10-16,2023-10-23,2023-10-23,Pharma,Pharma,DDP,488.21,140.25,168,382.86,311.68,140.25,7,8,False,True,Delivered
SHP_004904,Delhivery,India,Pune,Direct Drop,Ground,4904,2023-09-18,2023-09-18,2023-09-26,2023-09-26,Automotive Parts,Automotive Parts,EXW,374.72,109.97,174,712.21,203.17,109.97,8,7,True,False,Late
SHP_004905,FedEx,India,Surat,From RDC,Ground,4905,2022-08-02,2022-08-02,2022-08-11,2022-08-11,Pharma,Pharma,CIP,224.38,122.61,104,873.11,120.53,122.61,9,10,False,False,Delivered
SHP_004906,Delhivery,India,Kolkata,From RDC,Sea,4906,2023-01-10,2023-01-10,2023-01-11,2023-01-11,Consumer Goods,Consumer Goods,CIP,10.34,98.63,71,228.34,226.61,98.63,1,3,False,False,Delivered
SHP_004907,Amazon Logistics,India,Hyderabad,Direct Drop,Ground,4907,2022-08-25,2022-08-25,2022-08-31,2022-08-31,Medical,Medical,EXW,241.42,110.57,105,564.66,389.19,110.57,6,6,False,False,Delivered
SHP_004908,Gati,India,Chennai,Direct Drop,Sea,4908,2023-01-05,2023-01-05,2023-01-19,2023-01-19,Medical,Medical,DDP,307.45,216.55,162,830.72,284.07,216.55,14,7,True,False,Late
SHP_004909,Amazon Logistics,India,Delhi,From RDC,Ground,4909,2022-09-17,2022-09-17,2022-09-21,2022-09-21,Automotive Parts,Automotive Parts,CIP,187.02,101.56,194,571.03,363.57,101.56,4,5,False,False,Delivered
SHP_004910,Delhivery,India,Bangalore,Direct Drop,Air,4910,2023-04-09,2023-04-09,2023-04-16,2023-04-16,Industrial,Industrial,EXW,273.56,50.75,175,214.62,323.74,50.75,7,4,True,False,Late
SHP_004911,DTDC,India,Delhi,From RDC,Air,4911,2023-05-19,2023-05-19,2023-05-30,2023-05-30,Medical,Medical,EXW,167.64,113.15,94,626.32,105.71,113.15,11,7,True,False,Late
SHP_004912,DTDC,India,Pune,Direct Drop,Sea,4912,2023-07-09,2023-07-09,2023-07-22,2023-07-22,Apparel,Apparel,CIP,352.74,204.73,101,1046.88,176.56,204.73,13,9,True,False,Late
SHP_004913,DTDC,India,Chennai,From RDC,Sea,4913,2022-03-06,2022-03-06,2022-03-19,2022-03-19,Automotive Parts,Automotive Parts,DDP,355.04,115.0,1,575.67,236.12,115.0,13,8,True,False,Late
SHP_004914,SafeExpress,India,Hyderabad,From RDC,Air,4914,2022-11-08,2022-11-08,2022-11-19,2022-11-19,Automotive Parts,Automotive Parts,CIP,206.34,109.73,77,387.48,125.02,109.73,11,9,True,False,Late
SHP_004915,Delhivery,India,Hyderabad,From RDC,Sea,4915,2023-09-12,2023-09-12,2023-09-16,2023-09-16,Apparel,Apparel,CIP,9.91,82.78,70,518.25,119.42,82.78,4,3,True,False,Late
SHP_004916,DHL,India,Chennai,Direct Drop,Ground,4916,2022-12-28,2022-12-28,2023-01-03,2023-01-03,Pharma,Pharma,CIP,481.49,42.03,15,141.85,238.04,42.03,6,5,True,False,Late
SHP_004917,Delhivery,India,Mumbai,Direct Drop,Air,4917,2023-01-12,2023-01-12,2023-01-24,2023-01-24,Consumer Goods,Consumer Goods,EXW,82.35,44.6,61,209.36,227.92,44.6,12,10,True,False,Late
SHP_004918,SpeedPost,India,Jaipur,Direct Drop,Air,4918,2023-10-09,2023-10-09,2023-10-23,2023-10-23,Electronics,Electronics,DDP,453.84,245.42,40,862.6,393.98,245.42,14,9,True,False,Late
SHP_004919,FedEx,India,Surat,Direct Drop,Sea,4919,2023-06-17,2023-06-17,2023-06-18,2023-06-18,Electronics,Electronics,CIP,277.68,100.06,11,233.4,332.19,100.06,1,3,False,False,Delivered
SHP_004920,BlueDart,India,Mumbai,From RDC,Ground,4920,2022-02-10,2022-02-10,2022-02-17,2022-02-17,Industrial,Industrial,DDP,433.73,124.07,101,659.56,237.29,124.07,7,8,False,True,Delivered
SHP_004921,BlueDart,India,Chennai,Direct Drop,Air,4921,2022-09-30,2022-09-30,2022-10-05,2022-10-05,Apparel,Apparel,DDP,294.42,72.88,153,398.79,142.84,72.88,5,5,False,False,Delivered
SHP_004922,BlueDart,India,Bangalore,Direct Drop,Ground,4922,2022-10-19,2022-10-19,2022-10-27,2022-10-27,Food,Food,CIP,267.66,107.16,70,572.51,179.44,107.16,8,10,False,False,Delivered
SHP_004923,XpressBees,India,Kolkata,Direct Drop,Air,4923,2022-10-05,2022-10-05,2022-10-09,2022-10-09,Industrial,Industrial,EXW,185.9,83.42,122,187.23,418.19,83.42,4,3,True,False,Late
SHP_004924,Gati,India,Bangalore,From RDC,Sea,4924,2022-06-12,2022-06-12,2022-06-15,2022-06-15,Pharma,Pharma,DDP,327.34,190.0,158,566.54,364.88,190.0,3,4,False,False,Delivered
SHP_004925,XpressBees,India,Pune,From RDC,Sea,4925,2023-10-05,2023-10-05,2023-10-14,2023-10-14,Electronics,Electronics,CIP,171.04,31.3,170,194.25,454.56,31.3,9,6,True,False,Late
SHP_004926,FedEx,India,Pune,Direct Drop,Sea,4926,2023-08-20,2023-08-20,2023-08-31,2023-08-31,Automotive Parts,Automotive Parts,CIP,159.72,130.33,140,731.13,166.42,130.33,11,9,True,False,Late
SHP_004927,FedEx,India,Hyderabad,From RDC,Sea,4927,2022-08-21,2022-08-21,2022-09-02,2022-09-02,Consumer Goods,Consumer Goods,CIP,403.6,103.02,22,449.25,225.39,103.02,12,10,True,False,Late
SHP_004928,Ecom Express,India,Chennai,Direct Drop,Sea,4928,2022-09-18,2022-09-18,2022-09-28,2022-09-28,Industrial,Industrial,DDP,493.26,134.69,158,581.91,468.83,134.69,10,8,True,False,Late
SHP_004929,BlueDart,India,Pune,From RDC,Air,4929,2022-10-01,2022-10-01,2022-10-09,2022-10-09,Industrial,Industrial,DDP,224.76,91.35,147,323.98,443.32,91.35,8,5,True,False,Late
SHP_004930,Gati,India,Mumbai,Direct Drop,Ground,4930,2022-01-09,2022-01-09,2022-01-16,2022-01-16,Industrial,Industrial,EXW,424.01,242.43,19,1832.42,356.05,242.43,7,8,False,False,Delivered
SHP_004931,XpressBees,India,Ahmedabad,Direct Drop,Ground,4931,2022-11-27,2022-11-27,2022-12-04,2022-12-04,Food,Food,DDP,158.74,73.18,179,430.23,409.47,73.18,7,7,False,False,Delivered
SHP_004932,XpressBees,India,Hyderabad,From RDC,Sea,4932,2022-04-15,2022-04-15,2022-04-23,2022-04-23,Pharma,Pharma,CIP,399.36,111.31,122,288.48,283.86,111.31,8,6,True,False,Late
SHP_004933,Amazon Logistics,India,Jaipur,Direct Drop,Sea,4933,2023-11-03,2023-11-03,2023-11-08,2023-11-08,Industrial,Industrial,EXW,475.52,31.8,173,237.57,373.63,31.8,5,4,True,False,Late
SHP_004934,DHL,India,Chennai,Direct Drop,Sea,4934,2023-02-17,2023-02-17,2023-02-23,2023-02-23,Industrial,Industrial,CIP,427.99,41.05,19,154.59,486.15,41.05,6,8,False,False,Delivered
SHP_004935,SafeExpress,India,Delhi,Direct Drop,Ground,4935,2023-03-29,2023-03-29,2023-04-08,2023-04-08,Pharma,Pharma,EXW,400.33,107.05,45,854.75,81.28,107.05,10,9,True,False,Late
SHP_004936,DTDC,India,Chennai,Direct Drop,Air,4936,2022-11-07,2022-11-07,2022-11-16,2022-11-16,Food,Food,DDP,35.52,235.44,162,734.36,57.14,235.44,9,3,True,False,Late
SHP_004937,Amazon Logistics,India,Surat,From RDC,Ground,4937,2023-06-03,2023-06-03,2023-06-09,2023-06-09,Pharma,Pharma,EXW,86.66,129.71,182,260.92,363.95,129.71,6,5,True,False,Late
SHP_004938,Delhivery,India,Kolkata,Direct Drop,Sea,4938,2022-08-07,2022-08-07,2022-08-11,2022-08-11,Industrial,Industrial,EXW,101.97,148.97,197,970.56,271.45,148.97,4,6,False,False,Delivered
SHP_004939,Delhivery,India,Kolkata,Direct Drop,Ground,4939,2023-05-19,2023-05-19,2023-05-25,2023-05-25,Electronics,Electronics,EXW,392.33,136.6,75,1069.7,362.67,136.6,6,4,True,False,Late
SHP_004940,UPS,India,Chennai,Direct Drop,Sea,4940,2023-06-08,2023-06-08,2023-06-20,2023-06-20,Apparel,Apparel,DDP,171.83,110.01,174,234.19,24.88,110.01,12,10,True,False,Late
SHP_004941,Amazon Logistics,India,Jaipur,Direct Drop,Sea,4941,2022-07-30,2022-07-30,2022-08-07,2022-08-07,Consumer Goods,Consumer Goods,EXW,111.06,142.83,179,392.01,139.83,142.83,8,6,True,False,Late
SHP_004942,DHL,India,Pune,Direct Drop,Ground,4942,2022-05-27,2022-05-27,2022-06-04,2022-06-04,Apparel,Apparel,EXW,258.75,72.88,133,546.55,130.64,72.88,8,8,False,False,Delivered
SHP_004943,FedEx,India,Bangalore,From RDC,Air,4943,2023-07-20,2023-07-20,2023-07-24,2023-07-24,Pharma,Pharma,CIP,328.46,67.86,121,344.54,390.52,67.86,4,3,True,False,Late
SHP_004944,Delhivery,India,Chennai,From RDC,Sea,4944,2023-10-27,2023-10-27,2023-11-05,2023-11-05,Pharma,Pharma,EXW,112.4,59.65,170,367.05,414.09,59.65,9,9,False,False,Delivered
SHP_004945,DTDC,India,Pune,Direct Drop,Ground,4945,2022-12-30,2022-12-30,2023-01-14,2023-01-14,Electronics,Electronics,CIP,270.05,241.99,81,1326.54,185.46,241.99,15,10,True,False,Late
SHP_004946,XpressBees,India,Kolkata,Direct Drop,Ground,4946,2023-06-26,2023-06-26,2023-07-04,2023-07-04,Apparel,Apparel,EXW,40.63,92.85,106,319.79,391.97,92.85,8,7,True,False,Late
SHP_004947,SafeExpress,India,Ahmedabad,Direct Drop,Ground,4947,2022-10-17,2022-10-17,2022-10-19,2022-10-19,Automotive Parts,Automotive Parts,EXW,288.63,68.17,162,409.82,372.56,68.17,2,3,False,False,Delivered
SHP_004948,Delhivery,India,Surat,From RDC,Ground,4948,2022-12-08,2022-12-08,2022-12-12,2022-12-12,Food,Food,EXW,8.56,118.17,154,843.09,236.07,118.17,4,5,False,False,Delivered
SHP_004949,FedEx,India,Surat,Direct Drop,Air,4949,2023-10-20,2023-10-20,2023-10-23,2023-10-23,Automotive Parts,Automotive Parts,CIP,260.1,64.88,97,491.13,285.57,64.88,3,5,False,False,Delivered
SHP_004950,BlueDart,India,Bangalore,From RDC,Ground,4950,2023-06-10,2023-06-10,2023-06-16,2023-06-16,Automotive Parts,Automotive Parts,CIP,466.22,90.66,17,316.93,92.41,90.66,6,8,False,False,Delivered
SHP_004951,FedEx,India,Jaipur,From RDC,Ground,4951,2023-10-16,2023-10-16,2023-10-20,2023-10-20,Apparel,Apparel,EXW,133.81,136.15,83,563.15,368.78,136.15,4,5,False,False,Delivered
SHP_004952,DHL,India,Jaipur,From RDC,Air,4952,2022-04-06,2022-04-06,2022-04-09,2022-04-09,Food,Food,EXW,314.62,45.99,42,132.69,219.64,45.99,3,3,False,False,Delivered
SHP_004953,XpressBees,India,Pune,From RDC,Sea,4953,2022-11-06,2022-11-06,2022-11-14,2022-11-14,Consumer Goods,Consumer Goods,CIP,214.78,128.23,142,778.27,20.87,128.23,8,6,True,False,Late
SHP_004954,BlueDart,India,Mumbai,From RDC,Sea,4954,2022-07-22,2022-07-22,2022-07-27,2022-07-27,Automotive Parts,Automotive Parts,DDP,4.38,102.4,78,615.32,314.46,102.4,5,5,False,False,Delivered
SHP_004955,Amazon Logistics,India,Surat,Direct Drop,Ground,4955,2022-12-15,2022-12-15,2022-12-19,2022-12-19,Apparel,Apparel,CIP,489.92,44.81,86,278.15,480.75,44.81,4,5,False,False,Delivered
SHP_004956,Amazon Logistics,India,Hyderabad,Direct Drop,Ground,4956,2023-11-19,2023-11-19,2023-11-24,2023-11-24,Apparel,Apparel,CIP,348.95,122.19,194,705.71,238.76,122.19,5,3,True,False,Late
SHP_004957,BlueDart,India,Chennai,Direct Drop,Sea,4957,2023-11-06,2023-11-06,2023-11-16,2023-11-16,Automotive Parts,Automotive Parts,CIP,64.83,91.41,40,347.94,370.85,91.41,10,10,False,False,Delivered
SHP_004958,Delhivery,India,Surat,Direct Drop,Ground,4958,2023-03-11,2023-03-11,2023-03-16,2023-03-16,Automotive Parts,Automotive Parts,DDP,434.66,105.25,199,695.65,257.27,105.25,5,3,True,False,Late
SHP_004959,DTDC,India,Chennai,From RDC,Air,4959,2023-03-26,2023-03-26,2023-04-06,2023-04-06,Pharma,Pharma,CIP,490.28,180.32,74,1268.53,453.49,180.32,11,7,True,False,Late
SHP_004960,Amazon Logistics,India,Chennai,Direct Drop,Sea,4960,2023-01-09,2023-01-09,2023-01-18,2023-01-18,Food,Food,EXW,358.48,119.24,33,921.98,376.33,119.24,9,8,True,False,Late
SHP_004961,Amazon Logistics,India,Bangalore,Direct Drop,Sea,4961,2023-06-13,2023-06-13,2023-06-15,2023-06-15,Industrial,Industrial,DDP,304.42,88.99,19,390.4,436.95,88.99,2,4,False,False,Delivered
SHP_004962,Gati,India,Surat,Direct Drop,Air,4962,2023-06-22,2023-06-22,2023-07-04,2023-07-04,Consumer Goods,Consumer Goods,EXW,262.96,166.11,8,1223.77,119.11,166.11,12,5,True,False,Late
SHP_004963,SpeedPost,India,Mumbai,From RDC,Ground,4963,2022-12-01,2022-12-01,2022-12-09,2022-12-09,Automotive Parts,Automotive Parts,EXW,202.13,213.99,170,814.71,348.5,213.99,8,5,True,False,Late
SHP_004964,Ecom Express,India,Pune,From RDC,Ground,4964,2023-05-08,2023-05-08,2023-05-13,2023-05-13,Industrial,Industrial,EXW,177.31,129.08,84,471.3,318.66,129.08,5,6,False,False,Delivered
SHP_004965,Ecom Express,India,Kolkata,From RDC,Ground,4965,2023-05-09,2023-05-09,2023-05-10,2023-05-10,Industrial,Industrial,DDP,177.25,100.11,2,616.15,1.42,100.11,1,3,False,False,Delivered
SHP_004966,Ecom Express,India,Pune,Direct Drop,Ground,4966,2022-01-22,2022-01-22,2022-01-31,2022-01-31,Electronics,Electronics,CIP,424.89,55.86,60,267.9,325.99,55.86,9,10,False,False,Delivered
SHP_004967,BlueDart,India,Jaipur,From RDC,Sea,4967,2023-02-20,2023-02-20,2023-03-03,2023-03-03,Food,Food,CIP,43.91,97.72,102,639.14,147.34,97.72,11,8,True,False,Late
SHP_004968,XpressBees,India,Chennai,From RDC,Ground,4968,2023-07-29,2023-07-29,2023-07-31,2023-07-31,Automotive Parts,Automotive Parts,EXW,149.36,101.61,53,293.17,470.27,101.61,2,4,False,False,Delivered
SHP_004969,Ecom Express,India,Ahmedabad,Direct Drop,Air,4969,2023-05-28,2023-05-28,2023-06-05,2023-06-05,Medical,Medical,CIP,77.82,62.32,22,160.3,409.46,62.32,8,10,False,False,Delivered
SHP_004970,XpressBees,India,Chennai,From RDC,Air,4970,2023-07-02,2023-07-02,2023-07-08,2023-07-08,Apparel,Apparel,EXW,268.04,112.43,100,349.85,127.31,112.43,6,5,True,False,Late
SHP_004971,DHL,India,Pune,Direct Drop,Air,4971,2023-01-05,2023-01-05,2023-01-16,2023-01-16,Consumer Goods,Consumer Goods,DDP,497.85,143.51,66,574.62,488.09,143.51,11,8,True,False,Late
